‎Genesis 
1:1	ἐν ἀρχῇ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν 
34:16	εἰ δὲ μὴ νουθετῇ ἄκουε ταῦτα ἐνωτίζου φωνὴν ῥημάτων 
34:17	ἰδὲ σὺ τὸν μισοῦντα ἄνομα καὶ τὸν ὀλλύντα τοὺς πονηροὺς ὄντα αἰώνιον δίκαιον 
34:18	ἀσεβὴς ὁ λέγων βασιλεῖ παρανομεῖς ἀσεβέστατε τοῖς ἄρχουσιν 
34:19	ὃς οὐκ ἐπῃσχύνθη πρόσωπον ἐντίμου οὐδὲ οἶδεν τιμὴν θέσθαι ἁδροῖς θαυμασθῆναι πρόσωπα αὐτῶν 
34:20	κενὰ δὲ αὐτοῖς ἀποβήσεται τὸ κεκραγέναι καὶ δεῖσθαι ἀνδρός ἐχρήσαντο γὰρ παρανόμως ἐκκλινομένων ἀδυνάτων 
34:21	αὐτὸς γὰρ ὁρατής ἐστιν ἔργων ἀνθρώπων λέληθεν δὲ αὐτὸν οὐδὲν ὧν πράσσουσιν 
34:22	οὐδὲ ἔσται τόπος τοῦ κρυβῆναι τοὺς ποιοῦντας τὰ ἄνομα 
34:23	ὅτι οὐκ ἐπ᾽ ἄνδρα θήσει ἔτι ὁ γὰρ κύριος πάντας ἐφορᾷ 
34:24	ὁ καταλαμβάνων ἀνεξιχνίαστα ἔνδοξά τε καὶ ἐξαίσια ὧν οὐκ ἔστιν ἀριθμός 
34:25	ὁ γνωρίζων αὐτῶν τὰ ἔργα καὶ στρέψει νύκτα καὶ ταπεινωθήσονται 
34:26	ἔσβεσεν δὲ ἀσεβεῖς ὁρατοὶ δὲ ἐναντίον αὐτοῦ 
34:27	ὅτι ἐξέκλιναν ἐκ νόμου θεοῦ δικαιώματα δὲ αὐτοῦ οὐκ ἐπέγνωσαν 
34:28	τοῦ ἐπαγαγεῖν ἐπ᾽ αὐτὸν κραυγὴν πένητος καὶ κραυγὴν πτωχῶν εἰσακούσεται 
34:29	καὶ αὐτὸς ἡσυχίαν παρέξει καὶ τίς καταδικάσεται καὶ κρύψει πρόσωπον καὶ τίς ὄψεται αὐτόν καὶ κατὰ ἔθνους καὶ κατὰ ἀνθρώπου ὁμοῦ 
34:30	βασιλεύων ἄνθρωπον ὑποκριτὴν ἀπὸ δυσκολίας λαοῦ 
34:31	ὅτι πρὸς τὸν ἰσχυρὸν ὁ λέγων εἴληφα οὐκ ἐνεχυράσω 
34:32	ἄνευ ἐμαυτοῦ ὄψομαι σὺ δεῖξόν μοι εἰ ἀδικίαν ἠργασάμην οὐ μὴ προσθήσω 
34:33	μὴ παρὰ σοῦ ἀποτείσει αὐτήν ὅτι ἀπώσῃ ὅτι σὺ ἐκλέξῃ καὶ οὐκ ἐγώ καὶ τί ἔγνως λάλησον 
34:34	διὸ συνετοὶ καρδίας ἐροῦσιν ταῦτα ἀνὴρ δὲ σοφὸς ἀκήκοέν μου τὸ ῥῆμα 
34:35	Ιωβ δὲ οὐκ ἐν συνέσει ἐλάλησεν τὰ δὲ ῥήματα αὐτοῦ οὐκ ἐν ἐπιστήμῃ 
34:36	οὐ μὴν δὲ ἀλλὰ μάθε Ιωβ μὴ δῷς ἔτι ἀνταπόκρισιν ὥσπερ οἱ ἄφρονες 
34:37	ἵνα μὴ προσθῶμεν ἐφ᾽ ἁμαρτίαις ἡμῶν ἀνομία δὲ ἐφ᾽ ἡμῖν λογισθήσεται πολλὰ λαλούντων ῥήματα ἐναντίον τοῦ κυρίου 
35:1	ὑπολαβὼν δὲ Ελιους λέγει 
35:2	τί τοῦτο ἡγήσω ἐν κρίσει σὺ τίς εἶ ὅτι εἶπας δίκαιός εἰμι ἔναντι κυρίου 
35:3	ἢ ἐρεῖς τί ποιήσω ἁμαρτών 
35:4	ἐγὼ σοὶ δώσω ἀπόκρισιν καὶ τοῖς τρισὶν φίλοις σου 
35:5	ἀνάβλεψον εἰς τὸν οὐρανὸν καὶ ἰδέ κατάμαθε δὲ νέφη ὡς ὑψηλὰ ἀπὸ σοῦ 
35:6	εἰ ἥμαρτες τί πράξεις εἰ δὲ καὶ πολλὰ ἠνόμησας τί δύνασαι ποιῆσαι 
35:7	ἐπεὶ δὲ οὖν δίκαιος εἶ τί δώσεις αὐτῷ ἢ τί ἐκ χειρός σου λήμψεται 
35:8	ἀνδρὶ τῷ ὁμοίῳ σου ἡ ἀσέβειά σου καὶ υἱῷ ἀνθρώπου ἡ δικαιοσύνη σου 
35:9	ἀπὸ πλήθους συκοφαντούμενοι κεκράξονται βοήσονται ἀπὸ βραχίονος πολλῶν 
35:10	καὶ οὐκ εἶπεν ποῦ ἐστιν ὁ θεὸς ὁ ποιήσας με ὁ κατατάσσων φυλακὰς νυκτερινάς 
35:11	ὁ διορίζων με ἀπὸ τετραπόδων γῆς ἀπὸ δὲ πετεινῶν οὐρανοῦ 
35:12	ἐκεῖ κεκράξονται καὶ οὐ μὴ εἰσακούσῃ καὶ ἀπὸ ὕβρεως πονηρῶν 
35:13	ἄτοπα γὰρ οὐ βούλεται ὁ κύριος ἰδεῖν αὐτὸς γὰρ ὁ παντοκράτωρ ὁρατής ἐστιν 
35:14	τῶν συντελούντων τὰ ἄνομα καὶ σώσει με κρίθητι δὲ ἐναντίον αὐτοῦ εἰ δύνασαι αἰνέσαι αὐτόν ὡς ἔστιν 
35:15	καὶ νῦν ὅτι οὐκ ἔστιν ἐπισκεπτόμενος ὀργὴν αὐτοῦ καὶ οὐκ ἔγνω παραπτώματι σφόδρα 
35:16	καὶ Ιωβ ματαίως ἀνοίγει τὸ στόμα αὐτοῦ ἐν ἀγνωσίᾳ ῥήματα βαρύνει 
36:1	προσθεὶς δὲ Ελιους ἔτι λέγει 
36:2	μεῖνόν με μικρὸν ἔτι ἵνα διδάξω σε ἔτι γὰρ ἐν ἐμοί ἐστιν λέξις 
36:3	ἀναλαβὼν τὴν ἐπιστήμην μου μακρὰν ἔργοις δέ μου δίκαια ἐρῶ 
36:4	ἐπ᾽ ἀληθείας καὶ οὐκ ἄδικα ῥήματα ἀδίκως συνίεις 
36:5	γίγνωσκε δὲ ὅτι ὁ κύριος οὐ μὴ ἀποποιήσηται τὸν ἄκακον δυνατὸς ἰσχύι καρδίας 
36:6	ἀσεβῆ οὐ μὴ ζωοποιήσει καὶ κρίμα πτωχῶν δώσει 
36:7	οὐκ ἀφελεῖ ἀπὸ δικαίου ὀφθαλμοὺς αὐτοῦ καὶ μετὰ βασιλέων εἰς θρόνον καὶ καθιεῖ αὐτοὺς εἰς νεῖκος καὶ ὑψωθήσονται 
36:8	καὶ εἰ πεπεδημένοι ἐν χειροπέδαις συσχεθήσονται ἐν σχοινίοις πενίας 
36:9	καὶ ἀναγγελεῖ αὐτοῖς τὰ ἔργα αὐτῶν καὶ τὰ παραπτώματα αὐτῶν ὅτι ἰσχύσουσιν 
36:10	ἀλλὰ τοῦ δικαίου εἰσακούσεται καὶ εἶπεν ὅτι ἐπιστραφήσονται ἐξ ἀδικίας 
36:11	ἐὰν ἀκούσωσιν καὶ δουλεύσωσιν συντελέσουσιν τὰς ἡμέρας αὐτῶν ἐν ἀγαθοῖς καὶ τὰ ἔτη αὐτῶν ἐν εὐπρεπείαις 
36:12	ἀσεβεῖς δὲ οὐ διασῴζει παρὰ τὸ μὴ βούλεσθαι εἰδέναι αὐτοὺς τὸν κύριον καὶ διότι νουθετούμενοι ἀνήκοοι ἦσαν 
36:13	καὶ ὑποκριταὶ καρδίᾳ τάξουσιν θυμόν οὐ βοήσονται ὅτι ἔδησεν αὐτούς 
36:14	ἀποθάνοι τοίνυν ἐν νεότητι ἡ ψυχὴ αὐτῶν ἡ δὲ ζωὴ αὐτῶν τιτρωσκομένη ὑπὸ ἀγγέλων 
36:15	ἀνθ᾽ ὧν ἔθλιψαν ἀσθενῆ καὶ ἀδύνατον κρίμα δὲ πραέων ἐκθήσει 
36:16	καὶ προσέτι ἠπάτησέν σε ἐκ στόματος ἐχθροῦ ἄβυσσος κατάχυσις ὑποκάτω αὐτῆς καὶ κατέβη τράπεζά σου πλήρης πιότητος 
36:17	οὐχ ὑστερήσει δὲ ἀπὸ δικαίων κρίμα 
36:18	θυμὸς δὲ ἐπ᾽ ἀσεβεῖς ἔσται δι᾽ ἀσέβειαν δώρων ὧν ἐδέχοντο ἐπ᾽ ἀδικίαις 
36:19	μή σε ἐκκλινάτω ἑκὼν ὁ νοῦς δεήσεως ἐν ἀνάγκῃ ὄντων ἀδυνάτων καὶ πάντας τοὺς κραταιοῦντας ἰσχύν 
36:20	μὴ ἐξελκύσῃς τὴν νύκτα τοῦ ἀναβῆναι λαοὺς ἀντ᾽ αὐτῶν 
36:21	ἀλλὰ φύλαξαι μὴ πράξῃς ἄτοπα ἐπὶ τοῦτον γὰρ ἐξείλω ἀπὸ πτωχείας 
36:22	ἰδοὺ ὁ ἰσχυρὸς κραταιώσει ἐν ἰσχύι αὐτοῦ τίς γάρ ἐστιν κατ᾽ αὐτὸν δυνάστης 
36:23	τίς δέ ἐστιν ὁ ἐτάζων αὐτοῦ τὰ ἔργα ἢ τίς ὁ εἴπας ἔπραξεν ἄδικα 
36:24	μνήσθητι ὅτι μεγάλα ἐστὶν αὐτοῦ τὰ ἔργα ὧν ἦρξαν ἄνδρες 
36:25	πᾶς ἄνθρωπος εἶδεν ἐν ἑαυτῷ ὅσοι τιτρωσκόμενοί εἰσιν βροτοί 
36:26	ἰδοὺ ὁ ἰσχυρὸς πολύς καὶ οὐ γνωσόμεθα ἀριθμὸς ἐτῶν αὐτοῦ καὶ ἀπέραντος 
36:27	ἀριθμηταὶ δὲ αὐτῷ σταγόνες ὑετοῦ καὶ ἐπιχυθήσονται ὑετῷ εἰς νεφέλην 
36:28	ῥυήσονται παλαιώματα ἐσκίασεν δὲ νέφη ἐπὶ ἀμυθήτων βροτῶν 
36:29	καὶ ἐὰν συνῇ ἀπεκτάσεις νεφέλης ἰσότητα σκηνῆς αὐτοῦ 
36:30	ἰδοὺ ἐκτείνει ἐπ᾽ αὐτὸν ηδω καὶ ῥιζώματα τῆς θαλάσσης ἐκάλυψεν 
36:31	ἐν γὰρ αὐτοῖς κρινεῖ λαούς δώσει τροφὴν τῷ ἰσχύοντι 
36:32	ἐπὶ χειρῶν ἐκάλυψεν φῶς καὶ ἐνετείλατο περὶ αὐτῆς ἐν ἀπαντῶντι 
36:33	ἀναγγελεῖ περὶ αὐτοῦ φίλον αὐτοῦ κτῆσις καὶ περὶ ἀδικίας 
37:1	καὶ ταύτης ἐταράχθη ἡ καρδία μου καὶ ἀπερρύη ἐκ τοῦ τόπου αὐτῆς 
37:2	ἄκουε ἀκοὴν ἐν ὀργῇ θυμοῦ κυρίου καὶ μελέτη ἐκ στόματος αὐτοῦ ἐξελεύσεται 
37:3	ὑποκάτω παντὸς τοῦ οὐρανοῦ ἀρχὴ αὐτοῦ καὶ τὸ φῶς αὐτοῦ ἐπὶ πτερύγων τῆς γῆς 
37:4	ὀπίσω αὐτοῦ βοήσεται φωνή βροντήσει ἐν φωνῇ ὕβρεως αὐτοῦ καὶ οὐκ ἀνταλλάξει αὐτούς ὅτι ἀκούσει φωνὴν αὐτοῦ 
37:5	βροντήσει ὁ ἰσχυρὸς ἐν φωνῇ αὐτοῦ θαυμάσια ἐποίησεν γὰρ μεγάλα ἃ οὐκ ᾔδειμεν 
37:6	συντάσσων χιόνι γίνου ἐπὶ τῆς γῆς καὶ χειμὼν ὑετός καὶ χειμὼν ὑετῶν δυναστείας αὐτοῦ 
37:7	ἐν χειρὶ παντὸς ἀνθρώπου κατασφραγίζει ἵνα γνῷ πᾶς ἄνθρωπος τὴν ἑαυτοῦ ἀσθένειαν 
37:8	εἰσῆλθεν δὲ θηρία ὑπὸ σκέπην ἡσύχασαν δὲ ἐπὶ κοίτης 
37:9	ἐκ ταμιείων ἐπέρχονται δῖναι ἀπὸ δὲ ἀκρωτηρίων ψῦχος 
37:10	καὶ ἀπὸ πνοῆς ἰσχυροῦ δώσει πάγος οἰακίζει δὲ τὸ ὕδωρ ὡς ἐὰν βούληται 
37:11	καὶ ἐκλεκτὸν καταπλάσσει νεφέλη διασκορπιεῖ νέφος φῶς αὐτοῦ 
37:12	καὶ αὐτὸς κυκλώματα διαστρέψει ἐν θεεβουλαθω εἰς ἔργα αὐτῶν πάντα ὅσα ἂν ἐντείληται αὐτοῖς ταῦτα συντέτακται παρ᾽ αὐτοῦ ἐπὶ τῆς γῆς 
37:13	ἐὰν εἰς παιδείαν ἐὰν εἰς τὴν γῆν αὐτοῦ ἐὰν εἰς ἔλεος εὑρήσει αὐτόν 
37:14	ἐνωτίζου ταῦτα Ιωβ στῆθι νουθετοῦ δύναμιν κυρίου 
37:15	οἴδαμεν ὅτι ὁ θεὸς ἔθετο ἔργα αὐτοῦ φῶς ποιήσας ἐκ σκότους 
37:16	ἐπίσταται δὲ διάκρισιν νεφῶν ἐξαίσια δὲ πτώματα πονηρῶν 
37:17	σοῦ δὲ ἡ στολὴ θερμή ἡσυχάζεται δὲ ἐπὶ τῆς γῆς 
37:18	στερεώσεις μετ᾽ αὐτοῦ εἰς παλαιώματα ἰσχυραὶ ὡς ὅρασις ἐπιχύσεως 
37:19	διὰ τί δίδαξόν με τί ἐροῦμεν αὐτῷ καὶ παυσώμεθα πολλὰ λέγοντες 
37:20	μὴ βίβλος ἢ γραμματεύς μοι παρέστηκεν ἵνα ἄνθρωπον ἑστηκὼς κατασιωπήσω 
37:21	πᾶσιν δ᾽ οὐχ ὁρατὸν τὸ φῶς τηλαυγές ἐστιν ἐν τοῖς παλαιώμασιν ὥσπερ τὸ παρ᾽ αὐτοῦ ἐπὶ νεφῶν 
37:22	ἀπὸ βορρᾶ νέφη χρυσαυγοῦντα ἐπὶ τούτοις μεγάλη ἡ δόξα καὶ τιμὴ παντοκράτορος 
37:23	καὶ οὐχ εὑρίσκομεν ἄλλον ὅμοιον τῇ ἰσχύι αὐτοῦ ὁ τὰ δίκαια κρίνων οὐκ οἴει ἐπακούειν αὐτόν 
37:24	διὸ φοβηθήσονται αὐτὸν οἱ ἄνθρωποι φοβηθήσονται δὲ αὐτὸν καὶ οἱ σοφοὶ καρδίᾳ 
38:1	μετὰ δὲ τὸ παύσασθαι Ελιουν τῆς λέξεως εἶπεν ὁ κύριος τῷ Ιωβ διὰ λαίλαπος καὶ νεφῶν 
38:2	τίς οὗτος ὁ κρύπτων με βουλήν συνέχων δὲ ῥήματα ἐν καρδίᾳ ἐμὲ δὲ οἴεται κρύπτειν 
38:3	ζῶσαι ὥσπερ ἀνὴρ τὴν ὀσφύν σου ἐρωτήσω δέ σε σὺ δέ μοι ἀποκρίθητι 
38:4	ποῦ ἦς ἐν τῷ θεμελιοῦν με τὴν γῆν ἀπάγγειλον δέ μοι εἰ ἐπίστῃ σύνεσιν 
38:5	τίς ἔθετο τὰ μέτρα αὐτῆς εἰ οἶδας ἢ τίς ὁ ἐπαγαγὼν σπαρτίον ἐπ᾽ αὐτῆς 
38:6	ἐπὶ τίνος οἱ κρίκοι αὐτῆς πεπήγασιν τίς δέ ἐστιν ὁ βαλὼν λίθον γωνιαῖον ἐπ᾽ αὐτῆς 
38:7	ὅτε ἐγενήθησαν ἄστρα ᾔνεσάν με φωνῇ μεγάλῃ πάντες ἄγγελοί μου 
38:8	ἔφραξα δὲ θάλασσαν πύλαις ὅτε ἐμαίμασσεν ἐκ κοιλίας μητρὸς αὐτῆς ἐκπορευομένη 
38:9	ἐθέμην δὲ αὐτῇ νέφος ἀμφίασιν ὁμίχλῃ δὲ αὐτὴν ἐσπαργάνωσα 
38:10	ἐθέμην δὲ αὐτῇ ὅρια περιθεὶς κλεῖθρα καὶ πύλας 
38:11	εἶπα δὲ αὐτῇ μέχρι τούτου ἐλεύσῃ καὶ οὐχ ὑπερβήσῃ ἀλλ᾽ ἐν σεαυτῇ συντριβήσεταί σου τὰ κύματα 
38:12	ἦ ἐπὶ σοῦ συντέταχα φέγγος πρωινόν ἑωσφόρος δὲ εἶδεν τὴν ἑαυτοῦ τάξιν 
38:13	ἐπιλαβέσθαι πτερύγων γῆς ἐκτινάξαι ἀσεβεῖς ἐξ αὐτῆς 
38:14	ἦ σὺ λαβὼν γῆν πηλὸν ἔπλασας ζῷον καὶ λαλητὸν αὐτὸν ἔθου ἐπὶ γῆς 
38:15	ἀφεῖλας δὲ ἀπὸ ἀσεβῶν τὸ φῶς βραχίονα δὲ ὑπερηφάνων συνέτριψας 
38:16	ἦλθες δὲ ἐπὶ πηγὴν θαλάσσης ἐν δὲ ἴχνεσιν ἀβύσσου περιεπάτησας 
38:17	ἀνοίγονται δέ σοι φόβῳ πύλαι θανάτου πυλωροὶ δὲ ᾅδου ἰδόντες σε ἔπτηξαν 
38:18	νενουθέτησαι δὲ τὸ εὖρος τῆς ὑπ᾽ οὐρανόν ἀνάγγειλον δή μοι πόση τίς ἐστιν 
38:19	ποίᾳ δὲ γῇ αὐλίζεται τὸ φῶς σκότους δὲ ποῖος ὁ τόπος 
38:20	εἰ ἀγάγοις με εἰς ὅρια αὐτῶν εἰ δὲ καὶ ἐπίστασαι τρίβους αὐτῶν 
38:21	οἶδα ἄρα ὅτι τότε γεγέννησαι ἀριθμὸς δὲ ἐτῶν σου πολύς 
38:22	ἦλθες δὲ ἐπὶ θησαυροὺς χιόνος θησαυροὺς δὲ χαλάζης ἑόρακας 
38:23	ἀπόκειται δέ σοι εἰς ὥραν ἐχθρῶν εἰς ἡμέραν πολέμου καὶ μάχης 
38:24	πόθεν δὲ ἐκπορεύεται πάχνη ἢ διασκεδάννυται νότος εἰς τὴν ὑπ᾽ οὐρανόν 
